codigo_iccs,tipo,estado_civil,estatus_migratorio,edad,sexo,genero,nacionalidad,autoidentificacion_etnica,numero_detenciones,nivel_de_instruccion,condicion,movilizacion,tipo_arma,arma,Fecha_Detención,hora_detencion_aprehension,lugar,tipo_lugar,codigo_distrito,codigo_circuito,codigo_subcircuito,Zona,Subzona,nombre_distrito,nombre_circuito,nombre_subcircuito,codigo_provincia,codigo_canton,codigo_parroquia,nombre_provincia,Canton,nombre_parroquia,presunta_flagrancia,presunta_infraccion,Presunta_Subinfracción,presunta_modalidad
20721.02,APREHENDIDO,CASADO/A,NO APLICA,41,HOMBRE,MASCULINO,ECUATORIANO,MESTIZO/A,0,NO APLICA,ALIENTO A LICOR,AUTOMOVIL,NINGUNA,NINGUNA,1/21/2024,21:00,VÍA PÚBLICA,ÁREAS DE ACCESO PUBLICO,17D11,17D11C04,17D11C04S01,ZONA 2,PICHINCHA,RUMIÑAHUI - MEJIA,PASOCHOA,PASOCHOA 1,17,1703,170356,PICHINCHA,MEJIA,TAMBILLO,SI,CONTRAVENCIONES DE TRÁNSITO,CONDUCCIÓN DE VEHÍCULO EN ESTADO DE EMBRIAGUEZ,SUPERA 1.2 GRAMOS
90111.03,APREHENDIDO,SOLTERO/A,NO APLICA,18,HOMBRE,MASCULINO,ECUATORIANO,MESTIZO/A,0,BACHILLERATO,NORMAL,A PIE,ARMAS DE FUEGO,REVÓLVER,1/15/2024,17:30,VÍA PÚBLICA,ÁREAS DE ACCESO PUBLICO,08D03,08D03C05,08D03C05S01,ZONA 1,ESMERALDAS,ATACAMES,ATACAMES,ATACAMES 1,8,806,80650,ESMERALDAS,ATACAMES,ATACAMES,SI,DELITOS CONTRA LA SEGURIDAD PÚBLICA,TENENCIA Y PORTE DE ARMAS,SIN DATO
20112.05,APREHENDIDO,SOLTERO/A,SIN DATO,30,HOMBRE,MASCULINO,ECUATORIANO,MESTIZO/A,0,NO APLICA,ALIENTO A LICOR,A PIE,NINGUNA,NINGUNA,1/1/2024,8:30,ESPACIO PRIVADO,ÁREA PRIVADA,11D01,11D01C10,11D01C10S01,ZONA 7,LOJA,LOJA,TEBAIDA,TEBAIDA 1,11,1101,110150,LOJA,LOJA,LOJA,SI,CONTRAVENCIÓN DE VIOLENCIA CONTRA LA MUJER O MIEMBROS DEL NÚCLEO FAMILIAR,VIOLENCIA CONTRA LA MUJER O MIEMBROS DEL NÚCLEO FAMILIAR,SIN DATO
20112.05,APREHENDIDO,CASADO/A,REGULAR,43,HOMBRE,MASCULINO,ECUATORIANO,MESTIZO/A,0,CUARTO NIVEL O DE POSGRADO,NORMAL,A PIE,NINGUNA,NINGUNA,1/27/2024,10:30,CONJUNTO HABITACIONAL,VIVIENDA/ALOJAMIENTO,18D01,18D01C10,18D01C10S02,ZONA 3,TUNGURAHUA,AMBATO NORTE,ATAHUALPA,ATAHUALPA 2,18,1801,180152,TUNGURAHUA,AMBATO,ATAHUALPA (CHISALATA),SI,CONTRAVENCIÓN DE VIOLENCIA CONTRA LA MUJER O MIEMBROS DEL NÚCLEO FAMILIAR,VIOLENCIA CONTRA LA MUJER O MIEMBROS DEL NÚCLEO FAMILIAR,SIN DATO
60124.01,DETENIDO,SOLTERO/A,NO APLICA,26,HOMBRE,MASCULINO,ECUATORIANO,MESTIZO/A,0,SIN DATO,NORMAL,MOTOCICLETA,NINGUNA,NINGUNA,1/17/2024,13:45,VÍA PÚBLICA,ÁREAS DE ACCESO PUBLICO,05D01,05D01C09,05D01C09S01,ZONA 3,COTOPAXI,LATACUNGA,SAN CARLOS,SAN CARLOS 1,5,501,50150,COTOPAXI,LATACUNGA,LATACUNGA,SI,DELITOS POR LA PRODUCCIÓN O TRÁFICO ILÍCITO DE SUSTANCIAS CATALOGADAS SUJETAS A FISCALIZACIÓN,TRÁFICO ILÍCITO DE SUSTANCIAS CATALOGADAS SUJETAS A FISCALIZACIÓN,SIN DATO
20721.02,APREHENDIDO,SOLTERO/A,NO APLICA,32,HOMBRE,MASCULINO,ECUATORIANO,MESTIZO/A,0,SIN DATO,ALIENTO A LICOR,AUTOMOVIL,NINGUNA,NINGUNA,1/27/2024,0:45,VÍA PÚBLICA,ÁREAS DE ACCESO PUBLICO,16D01,16D01C01,16D01C01S02,ZONA 3,PASTAZA,PASTAZA,PUYO SUR,PUYO SUR 2,16,1601,160150,PASTAZA,PASTAZA,PUYO,SI,CONTRAVENCIONES DE TRÁNSITO,CONDUCCIÓN DE VEHÍCULO EN ESTADO DE EMBRIAGUEZ,SUPERA 1.2 GRAMOS
90700.01,APREHENDIDO,SOLTERO/A,NO APLICA,19,HOMBRE,MASCULINO,ECUATORIANO,MESTIZO/A,0,NO APLICA,NORMAL,SIN DATO,NINGUNA,NINGUNA,1/19/2024,11:30,VÍA PÚBLICA,ÁREAS DE ACCESO PUBLICO,21D04,21D04C02,21D04C02S02,ZONA 1,SUCUMBIOS,SHUSHUFINDI,SHUSHUFINDI CENTRO,SHUSHUFINDI CENTRO 2,21,2104,210450,SUCUMBIOS,SHUSHUFINDI,SHUSHUFINDI,SI,CONTRAVENCIONES DE TRÁNSITO,CONTRAVENCIONES DE TRÁNSITO DE PRIMERA CLASE,La persona que conduzca sin haber obtenido licencia.
null,APREHENDIDO,SOLTERO/A,NO APLICA,35,HOMBRE,MASCULINO,ECUATORIANO,MESTIZO/A,0,NO APLICA,ALIENTO A LICOR,A PIE,ARMAS BLANCAS (OBJETO CORTANTE O PUNZANTE),CUCHILLOS,1/22/2024,16:30,VÍA PÚBLICA,ÁREAS DE ACCESO PUBLICO,23D01,23D01C02,23D01C02S03,ZONA 4,SANTO DOMINGO DE LOS TSACHILAS,SANTO DOMINGO ESTE,CENTRO,CENTRO 3,23,2301,230150,SANTO DOMINGO DE LOS TSACHILAS,SANTO DOMINGO,SANTO DOMINGO DE LOS COLORADOS,SI,DELITO,TENTATIVA,SIN DATO
,DETENIDO,SOLTERO/A,NO APLICA,28,HOMBRE,MASCULINO,ECUATORIANO,MESTIZO/A,0,BACHILLERATO,NORMAL,A PIE,NINGUNA,NINGUNA,1/16/2024,19:05,VÍA PÚBLICA,ÁREAS DE ACCESO PUBLICO,10D01,10D01C07,10D01C07S02,ZONA 1,IMBABURA,CIUDAD BLANCA,AMAZONAS,AMAZONAS 2,10,1001,100150,IMBABURA,IBARRA,SAN MIGUEL DE IBARRA,NO,BOLETAS,BOLETA DE APREMIO,SIN DATO
20111.11,APREHENDIDO,SOLTERO/A,SIN DATO,26,HOMBRE,MASCULINO,ECUATORIANO,MESTIZO/A,0,SIN DATO,ALIENTO A LICOR,A PIE,ARMAS BLANCAS (OBJETO CORTANTE O PUNZANTE),CUCHILLOS,1/1/2024,9:00,ESPACIO PRIVADO,ÁREA PRIVADA,01D02,01D02C14,01D02C14S01,ZONA 6,AZUAY,CUENCA SUR,TURI,TURI 1,1,101,10169,AZUAY,CUENCA,TURI,SI,DELITOS DE VIOLENCIA CONTRA LA MUJER O MIEMBROS DEL NÚCLEO FAMILIAR,VIOLENCIA FÍSICA CONTRA LA MUJER O MIEMBROS DEL NÚCLEO FAMILIAR,SIN DATO
90111.03,APREHENDIDO,SOLTERO/A,SIN DATO,28,HOMBRE,MASCULINO,ECUATORIANO,SIN DATO,0,NO APLICA,NORMAL,AUTOMOVIL,ARMAS DE FUEGO,PISTOLA,1/2/2024,22:00,VÍA PÚBLICA,ÁREAS DE ACCESO PUBLICO,09D03,09D03C03,09D03C03S02,ZONA 8,DMG,9 DE OCTUBRE,9 DE OCTUBRE,9 DE OCTUBRE 2,9,901,90150,GUAYAS,GUAYAQUIL,GUAYAQUIL,SI,DELITOS CONTRA LA SEGURIDAD PÚBLICA,TENENCIA Y PORTE DE ARMAS,SIN DATO
90111.03,APREHENDIDO,SOLTERO/A,SIN DATO,31,HOMBRE,MASCULINO,ECUATORIANO,MESTIZO/A,0,NO APLICA,NORMAL,AUTOMOVIL,ARMAS DE FUEGO,PISTOLA,1/18/2024,16:45,VÍA PÚBLICA,ÁREAS DE ACCESO PUBLICO,07D02,07D02C04,07D02C04S02,ZONA 7,EL ORO,MACHALA,RAYITO DE LUZ,RAYITO DE LUZ 2,7,701,70150,EL ORO,MACHALA,MACHALA,SI,DELITOS CONTRA LA SEGURIDAD PÚBLICA,TENENCIA Y PORTE DE ARMAS,SIN DATO
70190.05,DETENIDO,CASADO/A,NO APLICA,26,HOMBRE,NO APLICA,ECUATORIANO,MESTIZO/A,0,NO APLICA,NORMAL,SIN DATO,NINGUNA,NINGUNA,1/3/2024,19:30,VÍA PÚBLICA,ÁREAS DE ACCESO PUBLICO,09D07,09D07C04,09D07C04S01,ZONA 8,DMG,PASCUALES,MUCHO LOTE,MUCHO LOTE 1,9,901,90150,GUAYAS,GUAYAQUIL,GUAYAQUIL,NO,DELITOS CONTRA EL DERECHO A LA PROPIEDAD,ESTAFA,SIN DATO
40121.01,APREHENDIDO,CASADO/A,SIN DATO,41,HOMBRE,MASCULINO,ECUATORIANO,SIN DATO,0,NO APLICA,NORMAL,SIN DATO,NINGUNA,NINGUNA,1/29/2024,11:20,VÍA PÚBLICA,ÁREAS DE ACCESO PUBLICO,09D19,09D19C02,09D19C02S02,ZONA 5,GUAYAS,DAULE,JUAN BAUTISTA AGUIRRE,JUAN BAUTISTA AGUIRRE 2,9,906,90650,GUAYAS,DAULE,DAULE,SI,DELITOS CONTRA EL DERECHO A LA PROPIEDAD,ROBO EN EJES VIALES O CARRETERAS,ASALTO POR PASAJEROS
80900.02,APREHENDIDO,CASADO/A,NO APLICA,37,HOMBRE,MASCULINO,ECUATORIANO,MESTIZO/A,0,SIN DATO,ALIENTO A LICOR,A PIE,NINGUNA,NINGUNA,1/20/2024,23:55,VÍA PÚBLICA,ÁREAS DE ACCESO PUBLICO,06D01,06D01C10,06D01C10S01,ZONA 3,CHIMBORAZO,RIOBAMBA,TERMINAL TERRESTRE,TERMINAL TERRESTRE 1,6,601,60150,CHIMBORAZO,RIOBAMBA,RIOBAMBA,SI,DELITOS CONTRA LA EFICIENCIA DE LA ADMINISTRACIÓN PÚBLICA,INCUMPLIMIENTO DE DECISIONES LEGÍTIMAS DE AUTORIDAD COMPETENTE,SIN DATO
40121.01,APREHENDIDO,CASADO/A,SIN DATO,49,HOMBRE,MASCULINO,ECUATORIANO,MESTIZO/A,0,NO APLICA,NORMAL,SIN DATO,NINGUNA,NINGUNA,1/29/2024,11:20,VÍA PÚBLICA,ÁREAS DE ACCESO PUBLICO,09D19,09D19C02,09D19C02S02,ZONA 5,GUAYAS,DAULE,JUAN BAUTISTA AGUIRRE,JUAN BAUTISTA AGUIRRE 2,9,906,90650,GUAYAS,DAULE,DAULE,SI,DELITOS CONTRA EL DERECHO A LA PROPIEDAD,ROBO EN EJES VIALES O CARRETERAS,ASALTO POR PASAJEROS
,DETENIDO,SOLTERO/A,NO APLICA,23,HOMBRE,MASCULINO,ECUATORIANO,AFROECUATORIANO/A  AFRODESCENDIENTE,0,NO APLICA,NORMAL,A PIE,NINGUNA,NINGUNA,1/13/2024,10:30,VÍA PÚBLICA,ÁREAS DE ACCESO PUBLICO,09D07,09D07C07,09D07C07S02,ZONA 8,DMG,PASCUALES,SAN FRANCISCO,SAN FRANCISCO 2,9,901,90150,GUAYAS,GUAYAQUIL,GUAYAQUIL,NO,BOLETAS,BOLETA DE DETENCIÓN/CAPTURA,SIN DATO
60124.01,APREHENDIDO,SOLTERO/A,SIN DATO,40,HOMBRE,MASCULINO,ECUATORIANO,SIN DATO,0,SIN DATO,NORMAL,SIN DATO,NINGUNA,NINGUNA,1/18/2024,17:00,ESPACIO PRIVADO,ÁREA PRIVADA,09D11,09D11C03,09D11C03S01,ZONA 5,GUAYAS,JUJAN SIMON BOLIVAR,SIMON BOLIVAR,SIMON BOLIVAR 1,9,922,92250,GUAYAS,SIMON BOLIVAR,SIMON BOLIVAR,SI,DELITOS POR LA PRODUCCIÓN O TRÁFICO ILÍCITO DE SUSTANCIAS CATALOGADAS SUJETAS A FISCALIZACIÓN,TRÁFICO ILÍCITO DE SUSTANCIAS CATALOGADAS SUJETAS A FISCALIZACIÓN,SIN DATO
4011,APREHENDIDO,SOLTERO/A,REGULAR,27,HOMBRE,MASCULINO,ECUATORIANO,MESTIZO/A,0,NO APLICA,"ALIENTO A LICOR, NORMAL",MOTOCICLETA,ARMAS BLANCAS (OBJETO CORTANTE O PUNZANTE),CUCHILLOS,1/23/2024,20:30,VÍA PÚBLICA,ÁREAS DE ACCESO PUBLICO,06D01,06D01C12,06D01C12S01,ZONA 3,CHIMBORAZO,RIOBAMBA,LA PRIMAVERA,LA PRIMAVERA 1,6,601,60150,CHIMBORAZO,RIOBAMBA,RIOBAMBA,SI,DELITOS CONTRA EL DERECHO A LA PROPIEDAD,ROBO A PERSONAS,ASALTO
80900.02,APREHENDIDO,CASADO/A,NO APLICA,30,HOMBRE,MASCULINO,ECUATORIANO,MESTIZO/A,0,SIN DATO,ALIENTO A LICOR,A PIE,NINGUNA,NINGUNA,1/20/2024,23:50,VÍA PÚBLICA,ÁREAS DE ACCESO PUBLICO,06D01,06D01C10,06D01C10S01,ZONA 3,CHIMBORAZO,RIOBAMBA,TERMINAL TERRESTRE,TERMINAL TERRESTRE 1,6,601,60150,CHIMBORAZO,RIOBAMBA,RIOBAMBA,SI,DELITOS CONTRA LA EFICIENCIA DE LA ADMINISTRACIÓN PÚBLICA,INCUMPLIMIENTO DE DECISIONES LEGÍTIMAS DE AUTORIDAD COMPETENTE,SIN DATO
40121.03,APREHENDIDO,SOLTERO/A,NO APLICA,22,HOMBRE,NO APLICA,ECUATORIANO,SIN DATO,0,NO APLICA,NORMAL,AUTOMOVIL,ARMAS BLANCAS (OBJETO CORTANTE O PUNZANTE),SIN DATO,1/27/2024,12:00,VÍA PÚBLICA,ÁREAS DE ACCESO PUBLICO,18D03,18D03C01,18D03C01S01,ZONA 3,TUNGURAHUA,BAÑOS,BAÑOS,BAÑOS 1,18,1802,180250,TUNGURAHUA,BAÑOS DE AGUA SANTA,BAÑOS DE AGUA SANTA,SI,DELITOS CONTRA EL DERECHO A LA PROPIEDAD,ROBO DE CARROS,ASALTO
,APREHENDIDO,SOLTERO/A,REGULAR,23,MUJER,FEMENINO,ECUATORIANO,MESTIZO/A,0,TERCER NIVEL TÉCNICO-TECNOLÓGICO Y DE GRADO,NORMAL,AUTOMOVIL,NINGUNA,NINGUNA,1/4/2024,10:30,VÍA PÚBLICA,ÁREAS DE ACCESO PUBLICO,06D05,06D05C02,06D05C02S01,ZONA 3,CHIMBORAZO,GUANO,GUANO,GUANO 1,6,607,60750,CHIMBORAZO,GUANO,GUANO,SI,DELITOS CULPOSOS DE TRÁNSITO,MUERTE CULPOSA,"5.- INOBSERVANCIA DE LEYES, REGLAMENTOS, REGULACIONES TÉCNICAS U ÓRDENES LEGÍTIMAS DE LAS AUTORIDADES O AGENTES DE TRÁNSITO."
20112.05,APREHENDIDO,SOLTERO/A,SIN DATO,26,HOMBRE,MASCULINO,ECUATORIANO,MESTIZO/A,0,SIN DATO,ALIENTO A LICOR,A PIE,NINGUNA,NINGUNA,1/20/2024,22:35,VÍA PÚBLICA,ÁREAS DE ACCESO PUBLICO,19D04,19D04C01,19D04C01S01,ZONA 7,ZAMORA CHINCHIPE,YANTZAZA,YANTZAZA,YANTZAZA 1,19,1905,190550,ZAMORA CHINCHIPE,YANTZAZA,YANTZAZA (YANZATZA),SI,CONTRAVENCIÓN DE VIOLENCIA CONTRA LA MUJER O MIEMBROS DEL NÚCLEO FAMILIAR,VIOLENCIA CONTRA LA MUJER O MIEMBROS DEL NÚCLEO FAMILIAR,SIN DATO
,DETENIDO,SOLTERO/A,REGULAR,49,HOMBRE,MASCULINO,ECUATORIANO,MESTIZO/A,0,NO APLICA,NORMAL,A PIE,NINGUNA,NINGUNA,1/14/2024,22:00,ESPACIO PRIVADO,ÁREA PRIVADA,18D04,18D04C02,18D04C02S01,ZONA 3,TUNGURAHUA,PATATE,PELILEO GRANDE,PELILEO GRANDE 1,18,1807,180750,TUNGURAHUA,SAN PEDRO DE PELILEO,PELILEO,NO,BOLETAS,BOLETA DE APREMIO,SIN DATO
70490.03,APREHENDIDO,SOLTERO/A,NO APLICA,24,HOMBRE,MASCULINO,ECUATORIANO,MESTIZO/A,0,BACHILLERATO,NORMAL,A PIE,NINGUNA,NINGUNA,1/31/2024,17:50,VÍA PÚBLICA,ÁREAS DE ACCESO PUBLICO,01D02,01D02C02,01D02C02S01,ZONA 6,AZUAY,CUENCA SUR,EL SALADO,EL SALADO 1,1,101,10150,AZUAY,CUENCA,CUENCA,SI,DELITOS CONTRA EL DERECHO A LA PROPIEDAD,RECEPTACIÓN,SIN DATO
60124.01,APREHENDIDO,SOLTERO/A,REGULAR,25,HOMBRE,MASCULINO,ECUATORIANO,MESTIZO/A,0,SIN DATO,NORMAL,A PIE,NINGUNA,NINGUNA,1/20/2024,12:15,VÍA PÚBLICA,ÁREAS DE ACCESO PUBLICO,18D02,18D02C03,18D02C03S01,ZONA 3,TUNGURAHUA,AMBATO SUR,SAN ANTONIO,SAN ANTONIO 1,18,1801,180150,TUNGURAHUA,AMBATO,AMBATO,SI,DELITOS POR LA PRODUCCIÓN O TRÁFICO ILÍCITO DE SUSTANCIAS CATALOGADAS SUJETAS A FISCALIZACIÓN,TRÁFICO ILÍCITO DE SUSTANCIAS CATALOGADAS SUJETAS A FISCALIZACIÓN,SIN DATO
60124.01,APREHENDIDO,SOLTERO/A,SIN DATO,46,HOMBRE,MASCULINO,VENEZOLANO,SIN DATO,0,SIN DATO,NORMAL,A PIE,NINGUNA,NINGUNA,1/11/2024,17:30,VÍA PÚBLICA,ÁREAS DE ACCESO PUBLICO,17D10,17D10C02,17D10C02S01,ZONA 2,PICHINCHA,CAYAMBE,CAYAMBE NORTE,CAYAMBE NORTE 1,17,1702,170250,PICHINCHA,CAYAMBE,CAYAMBE,SI,DELITOS POR LA PRODUCCIÓN O TRÁFICO ILÍCITO DE SUSTANCIAS CATALOGADAS SUJETAS A FISCALIZACIÓN,TRÁFICO ILÍCITO DE SUSTANCIAS CATALOGADAS SUJETAS A FISCALIZACIÓN,SIN DATO
90111.02,APREHENDIDO,SOLTERO/A,REGULAR,21,HOMBRE,MASCULINO,ECUATORIANO,MESTIZO/A,0,NO APLICA,NORMAL,SIN DATO,NINGUNA,NINGUNA,1/22/2024,3:05,VÍA PÚBLICA,ÁREAS DE ACCESO PUBLICO,23D01,23D01C05,23D01C05S01,ZONA 4,SANTO DOMINGO DE LOS TSACHILAS,SANTO DOMINGO ESTE,3 DE JULIO,3 DE JULIO 1,23,2301,230150,SANTO DOMINGO DE LOS TSACHILAS,SANTO DOMINGO,SANTO DOMINGO DE LOS COLORADOS,SI,DELITOS CONTRA LA SEGURIDAD PÚBLICA,"ARMAS DE FUEGO, MUNICIONES Y EXPLOSIVOS NO AUTORIZADOS",SIN DATO
,DETENIDO,SOLTERO/A,REGULAR,51,HOMBRE,MASCULINO,ECUATORIANO,MESTIZO/A,0,NO APLICA,NORMAL,A PIE,NINGUNA,NINGUNA,1/12/2024,9:00,ESPACIO PRIVADO,ÁREA PRIVADA,09D22,09D22C01,09D22C01S01,ZONA 5,GUAYAS,PLAYAS,PLAYAS,PLAYAS 1,9,921,92150,GUAYAS,PLAYAS,GENERAL VILLAMIL (PLAYAS),NO,BOLETAS,BOLETA DE AUXILIO,SIN DATO
90111.03,APREHENDIDO,SOLTERO/A,SIN DATO,39,HOMBRE,MASCULINO,ECUATORIANO,MESTIZO/A,0,SIN DATO,NORMAL,A PIE,ARMAS DE FUEGO,REVÓLVER,1/16/2024,6:10,ESPACIO PRIVADO,ÁREA PRIVADA,22D02,22D02C05,22D02C05S04,ZONA 2,ORELLANA,ORELLANA LORETO,COCA OCCIDENTE,COCA OCCIDENTE 4,22,2201,220150,ORELLANA,ORELLANA,PUERTO FRANCISCO DE ORELLANA (EL COCA),SI,DELITOS CONTRA LA SEGURIDAD PÚBLICA,TENENCIA Y PORTE DE ARMAS,SIN DATO
90113,DETENIDO,SOLTERO/A,SIN DATO,,HOMBRE,MASCULINO,VENEZOLANO,MESTIZO/A,0,BACHILLERATO,NORMAL,A PIE,ARMAS DE FUEGO,FUSILES,1/26/2024,11:00,ESPACIO PRIVADO,ÁREA PRIVADA,13D03,13D03C11,13D03C11S01,ZONA 4,MANABI,JIPIJAPA,PUERTO LOPEZ,PUERTO LOPEZ 1,13,1319,131950,MANABI,PUERTO LOPEZ,PUERTO LOPEZ,NO,DELITOS CONTRA LA SEGURIDAD PÚBLICA,"TRÁFICO ILÍCITO DE ARMAS DE FUEGO, ARMAS QUÍMICAS, NUCLEARES O BIOLÓGICAS",SIN DATO
20111.11,APREHENDIDO,SOLTERO/A,SIN DATO,46,HOMBRE,MASCULINO,ECUATORIANO,MESTIZO/A,0,SIN DATO,ALIENTO A LICOR,A PIE,NINGUNA,NINGUNA,1/7/2024,20:30,VÍA PÚBLICA,ÁREAS DE ACCESO PUBLICO,15D01,15D01C03,15D01C03S01,ZONA 2,NAPO,TENA,AROSEMENA TOLA,AROSEMENA TOLA 1,15,1509,150950,NAPO,CARLOS JULIO AROSEMENA TOLA,CARLOS JULIO AROSEMENA TOLA,NO,DELITOS DE VIOLENCIA CONTRA LA MUJER O MIEMBROS DEL NÚCLEO FAMILIAR,VIOLENCIA FÍSICA CONTRA LA MUJER O MIEMBROS DEL NÚCLEO FAMILIAR,SIN DATO
,DETENIDO,CASADO/A,NO APLICA,46,HOMBRE,MASCULINO,ECUATORIANO,MESTIZO/A,0,NO APLICA,NORMAL,TAXI,NINGUNA,NINGUNA,1/9/2024,11:30,VÍA PÚBLICA,ÁREAS DE ACCESO PUBLICO,04D01,04D01C08,04D01C08S01,ZONA 1,CARCHI,TULCAN,KENNEDY,KENNEDY 1,4,401,40150,CARCHI,TULCAN,TULCAN,NO,BOLETAS,BOLETA DE APREMIO,SIN DATO
60124.01,APREHENDIDO,SOLTERO/A,NO APLICA,44,HOMBRE,MASCULINO,ECUATORIANO,MESTIZO/A,0,NO APLICA,NORMAL,SIN DATO,NINGUNA,NINGUNA,1/8/2024,20:00,CASA/VILLA,VIVIENDA/ALOJAMIENTO,09D03,09D03C06,09D03C06S02,ZONA 8,DMG,9 DE OCTUBRE,ANTEPARA,ANTEPARA 2,9,901,90150,GUAYAS,GUAYAQUIL,GUAYAQUIL,SI,DELITOS POR LA PRODUCCIÓN O TRÁFICO ILÍCITO DE SUSTANCIAS CATALOGADAS SUJETAS A FISCALIZACIÓN,TRÁFICO ILÍCITO DE SUSTANCIAS CATALOGADAS SUJETAS A FISCALIZACIÓN,SIN DATO
4011,APREHENDIDO,SOLTERO/A,REGULAR,19,HOMBRE,MASCULINO,ECUATORIANO,MESTIZO/A,0,EDUCACIÓN GENERAL BÁSICA,NORMAL,A PIE,ARMAS BLANCAS (OBJETO CORTANTE O PUNZANTE),CUCHILLOS,1/6/2024,9:30,VÍA PÚBLICA,ÁREAS DE ACCESO PUBLICO,09D05,09D05C06,09D05C06S04,ZONA 8,DMG,MODELO,KENNEDY,KENNEDY 4,9,901,90150,GUAYAS,GUAYAQUIL,GUAYAQUIL,SI,DELITOS CONTRA EL DERECHO A LA PROPIEDAD,ROBO A PERSONAS,ASALTO
2089.02,APREHENDIDO,SOLTERO/A,NO APLICA,37,HOMBRE,MASCULINO,ECUATORIANO,MESTIZO/A,0,BACHILLERATO,NORMAL,A PIE,NINGUNA,NINGUNA,1/9/2024,22:00,CASA/VILLA,VIVIENDA/ALOJAMIENTO,09D08,09D08C03,09D08C03S02,ZONA 8,DMG,NUEVA PROSPERINA,PARAISO LA FLOR,PARAISO LA FLOR 2,9,901,90150,GUAYAS,GUAYAQUIL,GUAYAQUIL,SI,DELITOS DE VIOLENCIA CONTRA LA MUJER O MIEMBROS DEL NÚCLEO FAMILIAR,VIOLENCIA PSICOLÓGICA CONTRA LA MUJER O MIEMBROS DEL NÚCLEO FAMILIAR,SIN DATO
,DETENIDO,CASADO/A,NO APLICA,47,HOMBRE,MASCULINO,ECUATORIANO,MESTIZO/A,0,NO APLICA,NORMAL,SIN DATO,NINGUNA,NINGUNA,1/31/2024,20:00,VÍA PÚBLICA,ÁREAS DE ACCESO PUBLICO,18D02,18D02C04,18D02C04S01,ZONA 3,TUNGURAHUA,AMBATO SUR,NUEVA AMBATO,NUEVA AMBATO 1,18,1801,180150,TUNGURAHUA,AMBATO,AMBATO,NO,BOLETAS,BOLETA DE APREMIO,SIN DATO
110900.06,APREHENDIDO,CASADO/A,NO APLICA,42,HOMBRE,MASCULINO,ECUATORIANO,MESTIZO/A,0,NO APLICA,ALIENTO A LICOR,A PIE,NINGUNA,NINGUNA,1/14/2024,2:40,VÍA PÚBLICA,ÁREAS DE ACCESO PUBLICO,11D01,11D01C01,11D01C01S01,ZONA 7,LOJA,LOJA,VILCABAMBA,VILCABAMBA 1,11,1101,110161,LOJA,LOJA,VILCABAMBA (VICTORIA),SI,CONTRAVENCIONES,CONTRAVENCIONES DE CUARTA CLASE,"4. La persona que voluntariamente hiera o golpee a otro, causándole lesiones o incapacidad para el trabajo, que no excedan de tres días."
60124.01,APREHENDIDO,SOLTERO/A,SIN DATO,26,MUJER,FEMENINO,ECUATORIANO,MESTIZO/A,0,SIN DATO,NORMAL,A PIE,NINGUNA,NINGUNA,1/21/2024,23:30,ESPACIO PRIVADO,ÁREA PRIVADA,23D01,23D01C12,23D01C12S01,ZONA 4,SANTO DOMINGO DE LOS TSACHILAS,SANTO DOMINGO ESTE,EL ESFUERZO,EL ESFUERZO 1,23,2301,230156,SANTO DOMINGO DE LOS TSACHILAS,SANTO DOMINGO,EL ESFUERZO,SI,DELITOS POR LA PRODUCCIÓN O TRÁFICO ILÍCITO DE SUSTANCIAS CATALOGADAS SUJETAS A FISCALIZACIÓN,TRÁFICO ILÍCITO DE SUSTANCIAS CATALOGADAS SUJETAS A FISCALIZACIÓN,SIN DATO
,APREHENDIDO,CASADO/A,NO APLICA,59,HOMBRE,MASCULINO,ECUATORIANO,MESTIZO/A,0,NO APLICA,NORMAL,A PIE,NINGUNA,NINGUNA,1/31/2024,15:30,CASA/VILLA,VIVIENDA/ALOJAMIENTO,06D01,06D01C11,06D01C11S01,ZONA 3,CHIMBORAZO,RIOBAMBA,LA CONDAMINE,LA CONDAMINE 1,6,601,60150,CHIMBORAZO,RIOBAMBA,RIOBAMBA,SI,BOLETAS,BOLETA DE AUXILIO,SIN DATO
90111.03,APREHENDIDO,SOLTERO/A,SIN DATO,29,HOMBRE,MASCULINO,ECUATORIANO,AFROECUATORIANO/A  AFRODESCENDIENTE,0,NO APLICA,NORMAL,SIN DATO,ARMAS DE FUEGO,PISTOLAS,1/12/2024,20:00,VÍA PÚBLICA,ÁREAS DE ACCESO PUBLICO,17D05,17D05C04,17D05C04S02,ZONA 9,DMQ,EUGENIO ESPEJO,UNIVERSITARIO,UNIVERSITARIO 2,17,1701,170150,PICHINCHA,QUITO,QUITO,SI,DELITOS CONTRA LA SEGURIDAD PÚBLICA,TENENCIA Y PORTE DE ARMAS,SIN DATO
